file_id,meta,left,node,right,freq,ttr,entropy,section
W_JPN_PTJ_B1_1_055,JPN,a part time job .,I agree with,this statement . I intend,381,0.01,0.059,top
W_JPN_PTJ_A2_0_022,JPN,>>,I agree with,the statement . For college,381,0.01,0.059,top
W_JPN_SMK_B1_2_09,JPN,>>,I agree with,the idea that smoking should,381,0.01,0.059,top
W_JPN_PTJ_A2_0_016,JPN,>>,I agree with,the opinion . And I,381,0.01,0.059,top
W_JPN_PTJ_B1_1_012,JPN,>>,I agree with,the statement . Collage student,381,0.01,0.059,top
W_JPN_SMK_B2_0_10,JPN,>>,I agree with,the statement that smoking should,381,0.01,0.059,top
W_JPN_SMK_B1_1_145,JPN,>>,I agree with,this statement . There are,381,0.01,0.059,top
W_JPN_PTJ_B1_1_087,JPN,>>,I agree with,this idea of ' It,381,0.01,0.059,top
W_JPN_PTJ_A2_0_116,JPN,>>,I agree with,part time job of college,381,0.01,0.059,top
W_JPN_SMK_A2_0_025,JPN,>>,I agree with,the opinion that smoking at,381,0.01,0.059,top
W_JPN_PTJ_A2_0_016,JPN,"the future . Consequently ,",I agree with,the opinion .,381,0.01,0.059,top
W_JPN_PTJ_B1_2_08,JPN,>>,I agree with,this statement . I think,381,0.01,0.059,top
W_ENS_SMK_XX1_060,ENS,>>,I agree with,this statement that smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_2_07,JPN,"For these two reasons ,",I agree with,the idea that it is,381,0.01,0.059,top
W_JPN_PTJ_B2_0_15,JPN,a part time job .,I agree with,this opinion . I think,381,0.01,0.059,top
W_JPN_PTJ_B1_1_028,JPN,>>,I agree with,the statement . I show,381,0.01,0.059,top
W_JPN_SMK_B1_1_113,JPN,>>,I agree with,the opinion that smoking is,381,0.01,0.059,top
W_JPN_PTJ_A2_0_125,JPN,job . That is why,I agree with,college students having a part,381,0.01,0.059,top
W_JPN_SMK_B1_2_20,JPN,There are four reasons why,I agree with,the ban on smoking .,381,0.01,0.059,top
W_JPN_SMK_A2_0_154,JPN,>>,I agree with,the opinion that smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_1_071,JPN,>>,I agree with,a part time job of,381,0.01,0.059,top
W_JPN_PTJ_A2_0_064,JPN,>>,I agree with,the statement . So I,381,0.01,0.059,top
W_JPN_PTJ_B1_1_005,JPN,>>,I agree with,the idea that it is,381,0.01,0.059,top
W_JPN_SMK_B1_2_05,JPN,next of smoking people .,I agree with,this thinking . But by,381,0.01,0.059,top
W_JPN_PTJ_A2_0_142,JPN,>>,I agree with,this statement . There are,381,0.01,0.059,top
W_JPN_SMK_A2_0_035,JPN,>>,I agree with,this topic that smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_1_114,JPN,>>,I agree with,the opinion that it is,381,0.01,0.059,top
W_JPN_PTJ_A2_0_054,JPN,"For such a reason ,",I agree with,the college students having a,381,0.01,0.059,top
W_JPN_SMK_A2_0_116,JPN,>>,I agree with,the statement that smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_1_167,JPN,>>,I agree with,this opinion . I have,381,0.01,0.059,top
W_JPN_PTJ_B2_0_09,JPN,>>,I agree with,the statement . Some people,381,0.01,0.059,top
W_JPN_PTJ_A2_0_076,JPN,>>,I agree with,this opnion . There are,381,0.01,0.059,top
W_JPN_SMK_A2_0_111,JPN,>>,I agree with,the opinion that smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_1_017,JPN,>>,I agree with,this opinion . Because the,381,0.01,0.059,top
W_JPN_PTJ_B1_1_042,JPN,>>,I agree with,this statement . I think,381,0.01,0.059,top
W_JPN_PTJ_B1_1_023,JPN,>>,I agree with,the statement . Of course,381,0.01,0.059,top
W_JPN_PTJ_A2_0_097,JPN,>>,I agree with,this opinion . Because I,381,0.01,0.059,top
W_JPN_SMK_B1_1_015,JPN,>>,I agree with,the opinion that smoking should,381,0.01,0.059,top
W_ENS_PTJ_XX1_023,ENS,them . In some ways,I agree with,"this , but I think",381,0.01,0.059,top
W_JPN_PTJ_B1_1_058,JPN,". For these reason ,",I agree with,the statement that it is,381,0.01,0.059,top
W_JPN_PTJ_B1_1_165,JPN,>>,I agree with,college students who have a,381,0.01,0.059,top
W_JPN_PTJ_A2_0_024,JPN,>>,I agree with,it . Because we have,381,0.01,0.059,top
W_JPN_SMK_A2_0_150,JPN,>>,I agree with,this opinion that smoking should,381,0.01,0.059,top
W_JPN_SMK_B1_1_062,JPN,There are three reasons why,I agree with,the ban on smoking .,381,0.01,0.059,top
W_JPN_SMK_A2_0_003,JPN,>>,I agree with,that . To be sure,381,0.01,0.059,top
W_JPN_SMK_B1_2_49,JPN,>>,I agree with,"this statement . Because ,",381,0.01,0.059,top
W_ENS_SMK_XX3_29,ENS,>>,I agree with,this statement . Smoking should,381,0.01,0.059,top
W_JPN_PTJ_B1_1_144,JPN,>>,I agree with,being important for college students,381,0.01,0.059,top
W_JPN_PTJ_A2_0_010,JPN,>>,I agree with,"this statement , because having",381,0.01,0.059,top
W_JPN_PTJ_B1_2_43,JPN,>>,I agree with,this following statement . Roughly,381,0.01,0.059,top
W_ENS_PTJ_XX3_19,ENS,>>,I agree with,the statement that it is,381,0.01,0.059,top
W_JPN_SMK_B1_1_036,JPN,smoking area in Japan .,I agree on,the idea . I had,3,0.01,0.059,top
W_JPN_PTJ_A2_0_104,JPN,I have some reasons why,I agree on,working part time . Firstly,3,0.01,0.059,top
W_JPN_PTJ_A2_0_104,JPN,>>,I agree on,working part time of university,3,0.01,0.059,top
W_JPN_PTJ_B1_1_079,JPN,>>,I agree in,this opinion . At first,1,0.01,0.059,top
W_JPN_SMK_A2_0_065,JPN,There are some reasons that,I insist on,in this way . First,1,0.01,0.059,top
