file_id,meta,left,node,right,freq,ttr,entropy,section
W_JPN_PTJ_A2_0_134,JPN,and part time jobs .,It is important,for students to study in,47,0.182,0.636,top
W_JPN_PTJ_B1_1_055,JPN,>>,It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_A2_0_061,JPN,can get new knowledge .,It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_B1_1_061,JPN,is to study society .,It is important,for a person who goes,47,0.182,0.636,top
W_JPN_PTJ_A2_0_141,JPN,>>,It is important,for collage students to have,47,0.182,0.636,top
W_JPN_PTJ_B2_0_15,JPN,study the real world .,It is important,for college students to know,47,0.182,0.636,top
W_JPN_SMK_B1_1_054,JPN,who do n't smoke .,It is important,to think about other people,47,0.182,0.636,top
W_JPN_PTJ_B1_1_008,JPN,>>,It is important,for collage students to have,47,0.182,0.636,top
W_JPN_PTJ_B1_1_029,JPN,"agree with the statement """,It is important,for college students to have,47,0.182,0.636,top
W_ENS_PTJ_XX1_032,ENS,working in these areas .,It is important,to spend as much time,47,0.182,0.636,top
W_JPN_PTJ_B1_1_170,JPN,>>,It is important,for college students to have,47,0.182,0.636,top
W_JPN_SMK_B1_1_072,JPN,of flavor of coffee .,It is important,to keep taste of foods,47,0.182,0.636,top
W_JPN_PTJ_A2_0_036,JPN,"with the following statement """,It is important,for college students to have,47,0.182,0.636,top
W_JPN_SMK_A2_0_010,JPN,"smell , and taste .",It is important,for the dish to be,47,0.182,0.636,top
W_JPN_PTJ_B1_1_076,JPN,a part time job .,It is important,for them to have experience,47,0.182,0.636,top
W_JPN_PTJ_B1_1_087,JPN,how easy it is .,It is important,to have a job .,47,0.182,0.636,top
W_JPN_PTJ_B1_1_073,JPN,with people in workplace .,It is important,for us to make friends,47,0.182,0.636,top
W_JPN_PTJ_B1_1_166,JPN,>>,It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_A2_0_044,JPN,I agree with this opinion,It is important,for college students to have,47,0.182,0.636,top
W_ENS_PTJ_XX3_24,ENS,a happy hiring official .,It is important,to note however that there,47,0.182,0.636,top
W_JPN_PTJ_B1_1_039,JPN,agree with the statement :,It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_B1_2_20,JPN,I agree with the statement,It is important,for college students to have,47,0.182,0.636,top
W_ENS_PTJ_XX1_072,ENS,are kind of counterproductive .,It is important,to learn how to work,47,0.182,0.636,top
W_JPN_PTJ_B1_1_034,JPN,grow to be adult .,It is important,to communicate many people for,47,0.182,0.636,top
W_JPN_PTJ_B1_2_20,JPN,I agree with the statement,It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_B1_1_064,JPN,"job , I think .",It is important,to know what is working,47,0.182,0.636,top
W_JPN_PTJ_A2_0_056,JPN,"agree with the statement ,",It is important,for collage students to have,47,0.182,0.636,top
W_JPN_PTJ_A2_0_139,JPN,things through these experiments .,It is important,for working to communicate well,47,0.182,0.636,top
W_JPN_PTJ_A2_0_080,JPN,to accustom to working .,It is important,to experience for work .,47,0.182,0.636,top
W_JPN_SMK_A2_0_086,JPN,lunch or dinner there .,It is important,for us to keep manner,47,0.182,0.636,top
W_JPN_PTJ_A2_0_040,JPN,to do in society .,It is important,for students to select their,47,0.182,0.636,top
W_JPN_PTJ_B1_1_087,JPN,with this idea of ',It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_A2_0_005,JPN,different from college friends .,It is important,to hear many kinds of,47,0.182,0.636,top
W_ENS_PTJ_XX2_42,ENS,job while attending college .,It is important,because the current global economic,47,0.182,0.636,top
W_JPN_PTJ_B1_2_27,JPN,a part time job .,It is important,for them to make money,47,0.182,0.636,top
W_JPN_PTJ_B1_2_43,JPN,studies in their college .,It is important,to work moderately . The,47,0.182,0.636,top
W_JPN_PTJ_B1_1_003,JPN,"agree to the statement ,",It is important,for college students to have,47,0.182,0.636,top
W_JPN_PTJ_B1_1_026,JPN,who are same they .,It is important,for college students to understand,47,0.182,0.636,top
W_JPN_SMK_B1_1_002,JPN,the air sometimes etc .,It is important,for restaurant to keep the,47,0.182,0.636,top
W_JPN_SMK_A2_0_051,JPN,"in terms of management ,",it is good,to build the restaurants for,39,0.182,0.636,top
W_JPN_SMK_A2_0_095,JPN,". I think , but",it is good,to suffer damage themselves by,39,0.182,0.636,top
W_ENS_SMK_XX3_56,ENS,of the bans suggest that,it is good,for reducing smoking and also,39,0.182,0.636,top
W_JPN_PTJ_B1_2_35,JPN,", it is because that",it is good,chance for college students to,39,0.182,0.636,top
W_JPN_PTJ_B1_2_13,JPN,I think that,it is good,for students of a university,39,0.182,0.636,top
W_JPN_PTJ_A2_0_140,JPN,"job . First reason ,",it is good,for employers . College students,39,0.182,0.636,top
W_JPN_SMK_A2_0_058,JPN,bad . I think that,it is good,to make the partition wall,39,0.182,0.636,top
W_JPN_PTJ_A2_0_040,JPN,completely . So I think,it is good,to have a part time,39,0.182,0.636,top
W_JPN_PTJ_A2_0_120,JPN,"them . Of course ,",it is good,to work for four years,39,0.182,0.636,top
W_JPN_PTJ_A2_0_117,JPN,I think,it is good,for college students to have,39,0.182,0.636,top
W_JPN_PTJ_B1_2_39,JPN,"very much . So ,",it is good,for us to work part,39,0.182,0.636,top
W_JPN_SMK_A2_0_034,JPN,"thing , I think that",it is good,not to exclude only one,39,0.182,0.636,top
W_JPN_PTJ_B1_2_02,JPN,. I ca n't think,it is good,for her . In that,39,0.182,0.636,top
W_JPN_SMK_B2_0_14,JPN,"body sure . But ,",it is good,taste for us . So,39,0.182,0.636,top
W_JPN_SMK_B1_1_024,JPN,". When we eat ,",it is good,for smoking people and non,39,0.182,0.636,top
W_JPN_SMK_B2_0_15,JPN,"live long , and also",it is good,for smoker . Thus smoking,39,0.182,0.636,top
W_JPN_PTJ_B1_2_13,JPN,"good at using times ,",it is good,for him or her to,39,0.182,0.636,top
W_ENS_PTJ_XX1_062,ENS,"a lot , and so",it is good,to have a continuous flow,39,0.182,0.636,top
W_JPN_SMK_A2_0_103,JPN,seats . Do you think,it is good,idea ? I do n't,39,0.182,0.636,top
W_JPN_PTJ_B1_1_091,JPN,part time job . So,it is good,for college students to experience,39,0.182,0.636,top
W_JPN_PTJ_A2_0_140,JPN,"society . Second reason ,",it is good,for college students economically .,39,0.182,0.636,top
W_JPN_SMK_A2_0_103,JPN,? I do n't think,it is good,"idea , because it is",39,0.182,0.636,top
W_JPN_PTJ_B1_1_031,JPN,job makes us healthy because,it is good,exercise for our body .,39,0.182,0.636,top
W_JPN_SMK_A2_0_146,JPN,about smoking . I think,it is good,idea that smoking should be,39,0.182,0.636,top
W_JPN_SMK_A2_0_074,JPN,nonsmoking area . I think,it is good,system . I have never,39,0.182,0.636,top
W_JPN_PTJ_A2_0_080,JPN,"thank for parents , so",it is good,to earn some money by,39,0.182,0.636,top
W_ENS_PTJ_XX1_048,ENS,"perspective , I think that",it is good,for college students to have,39,0.182,0.636,top
W_JPN_PTJ_A2_0_042,JPN,be received . I think,it is good,to experience a lot when,39,0.182,0.636,top
W_JPN_SMK_A2_0_023,JPN,I think,it is good,for me . Because I,39,0.182,0.636,top
W_JPN_SMK_B1_2_43,JPN,a meal there . Therefore,it is good,that the restaurants provide where,39,0.182,0.636,top
W_ENS_PTJ_XX1_053,ENS,"just be book smart ,",it is good,to be street smart too,39,0.182,0.636,top
W_JPN_PTJ_A2_0_140,JPN,"job . Third reason ,",it is good,for college students to experience,39,0.182,0.636,top
W_ENS_PTJ_XX1_010,ENS,". Therefore , I think",it is good,to get a real part,39,0.182,0.636,top
W_JPN_SMK_A2_0_034,JPN,"restaurant , I think that",it is good,to divide the smoker seat,39,0.182,0.636,top
W_JPN_SMK_B1_1_060,JPN,table . And I think,it is good,enough for smokers and nonsmokers,39,0.182,0.636,top
W_JPN_PTJ_B1_1_018,JPN,"Thus , I think that",it is good,for college students to have,39,0.182,0.636,top
W_JPN_PTJ_B1_1_085,JPN,"do so ) , so",it is good,that they prepare for working,39,0.182,0.636,top
W_JPN_SMK_B1_2_30,JPN,They recommend stopping smoking because,it is good,for health . In short,39,0.182,0.636,top
W_JPN_PTJ_B1_1_123,JPN,or company . I think,it is good,thing to make many friends,39,0.182,0.636,top
